Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол_во_ламп_1;Макс_мощность_1;Тип_цоколя_1;Напряжение_1;Кол_во_ламп_2;Макс_мощность_2;Тип_цоколя_2;Напряжение_2;Кол_во_ламп_3;Макс_мощность_3;Тип_цоколя_3;Напряжение_3;Кол_во_лампочек_цоколей_вычисляемое;Общая_мощность_вычисляемая;МАКС_мощность_1_ой_лампочки_собираемая;Тип_цоколя_собираемый;Напряжение_собираемое;Наличие_лампочек_в_комплекте;Степень_пыле_влагозащиты_IP;Класс_защиты_от_эл_тока;Вес_кг;Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона (абажура);Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Бра настенные;a34-113gsc;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a34;Бра BERLINER MESSINGLAMPEN a34-113gsc;7966;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;20;;;;;;12;;хром;прозрачный матовый;;;;;;;;;;;;высота плафона 16 см;SvetBerry;a34-113gsc;30
Бра настенные;a34-121opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a34;Бра BERLINER MESSINGLAMPEN a34-121opb;7655;18;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;23;;;;;;17;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;a34-121opb;30
Бра настенные;a34-121opc;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a34;Бра BERLINER MESSINGLAMPEN a34-121opc;7632;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;1,1;0,014;;;;23;;;;;;17;;хром;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;a34-121opc;30
Бра настенные;a34-123opc;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a34;Бра BERLINER MESSINGLAMPEN a34-123opc;7550;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;21;;;;;;14;;хром;белый матовый;;;;;;;;;;;;высота плафона 17 см;SvetBerry;a34-123opc;30
Бра настенные;a80-22mab;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a80;Бра BERLINER MESSINGLAMPEN a80-22mab;15290;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;43;;;;;;22;шнуровой выключатель;латунь;мраморный;;;;;;;;;;;;высота плафона 9 см, длина шнура 4,5 м;SvetBerry;a80-22mab;30
Бра настенные;a80-38opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a80;Бра BERLINER MESSINGLAMPEN a80-38opb;14677;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;47;;;;;;30;шнуровой выключатель;латунь;белый матовый;;;;;;;;;;;;высота плафона 11 см,  длина шнура 4,5 м;SvetBerry;a80-38opb;30
Бра настенные;a80-70grb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a80;Бра BERLINER MESSINGLAMPEN a80-70grb;16122;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;47;;;;;;30;шнуровой выключатель;латунь;зеленый;;;;;;;;;;;;высота плафона 14 см, длина шнура 4,5 м;SvetBerry;a80-70grb;30
Бра настенные;a85-36opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a85;Бра BERLINER MESSINGLAMPEN a85-36opa;5886;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;14,5;;;;;;13;;черный;белый матовый;;;;;;;;;;;;высота плафона 13 см;SvetBerry;a85-36opa;30
Бра настенные;a93-113gsb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a93;Бра BERLINER MESSINGLAMPEN a93-113gsb;12160;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;33;;;;;;12;;латунь;прозрачный матовый;;;;;;;;;;;;высота плафона 16 см;SvetBerry;a93-113gsb;30
Бра настенные;a93-120opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a93;Бра BERLINER MESSINGLAMPEN a93-120opb;10845;1;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;2,8;0,025;;;;37;;;;;;20;;латунь;белый матовый;;;;;;;;;;;;высота плафона 20 см;SvetBerry;a93-120opb;30
Бра настенные;a93-121opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a93;Бра BERLINER MESSINGLAMPEN a93-121opb;11826;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;35,5;;;;;;17;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;a93-121opb;30
Бра настенные;a93-123opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a93;Бра BERLINER MESSINGLAMPEN a93-123opb;11744;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;34;;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 17 см;SvetBerry;a93-123opb;30
Бра настенные;ad142-121opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ad142;Бра BERLINER MESSINGLAMPEN ad142-121opb;16723;0;Классика;2;40;E27;;;;;;;;;;2;80;40 Вт;E27;;;;;;;;;;27,5;;;;;;17;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;ad142-121opb;30
Бра настенные;ad142-123opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ad142;Бра BERLINER MESSINGLAMPEN ad142-123opb;18100;1;Классика;2;40;E27;;;;;;;;;;2;80;40 Вт;E27;;;;;;;;;;26;;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 17 см;SvetBerry;ad142-123opb;30
Бра настенные;ad142-170opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ad142;Бра BERLINER MESSINGLAMPEN ad142-170opb;17582;0;Классика;2;40;E27;;;;;;;;;;2;80;40 Вт;E27;;;;;;;;;;26;;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 21 см;SvetBerry;ad142-170opb;30
Бра настенные;ad289-123opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ad289;Бра BERLINER MESSINGLAMPEN ad289-123opb;53858;0;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;44;;37;86;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 17 см;SvetBerry;ad289-123opb;30
Бра настенные;ad289-170opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ad289;Бра BERLINER MESSINGLAMPEN ad289-170opb;49345;4;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;44;;37;90;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 21 см;SvetBerry;ad289-170opb;30
Светильники>>Потолочные;d8-126crp;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d8;Потолочный светильник BERLINER MESSINGLAMPEN d8-126crp;8510;9;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;;12;;;;;20;;золото;прозрачный с узором;;;;;;;;;;;;высота плафона 9 см;SvetBerry;d8-126crp;30
Люстры>>Подвесные;d15-121opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d15;Подвесная люстра BERLINER MESSINGLAMPEN d15-121opa;27246;0;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;57;;89;;;;;17;;черный;белый матовый;;;;;;;;;;;;высота плафона 14 см. Длина подвеса 50 см;SvetBerry;d15-121opa;30
Люстры>>Подвесные;d15-123opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d15;Подвесная люстра BERLINER MESSINGLAMPEN d15-123opa;24945;5;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;54;;92;;;;;14;;черный;белый матовый;;;;;;;;;;;;высота плафона 17 см. Длина подвеса 50 см;SvetBerry;d15-123opa;30
Люстры>>Подвесные;d15-170opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d15;Подвесная люстра BERLINER MESSINGLAMPEN d15-170opa;28535;0;Классика;3;40;E27;;;;;;;;;;3;120;40 Вт;E27;;;;;;;;;54;;96;;;;;14;;черный;белый матовый;;;;;;;;;;;;высота плафона 21 см. Длина подвеса 50 см;SvetBerry;d15-170opa;30
Светильники>>Потолочные;d18-125opp;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d18;Потолочный светильник BERLINER MESSINGLAMPEN d18-125opp;10515;1;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;15;;;;;30;;золото;белый матовый;;;;;;;;;;;;высота плафона 12 см;SvetBerry;d18-125opp;30
Светильники>>Подвесные;d50-70grb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d50;Подвесной светильник BERLINER MESSINGLAMPEN d50-70grb;9187;0;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;1,6;0,015;;;;;30;;;;;30;;латунь;зеленый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d50-70grb;30
Светильники>>Подвесные;d50-70opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d50;Подвесной светильник BERLINER MESSINGLAMPEN d50-70opb;6855;10;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;1,6;0,015;;;;;30;;;;;30;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d50-70opb;30
Светильники>>Подвесные;d50-70opc;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d50;Подвесной светильник BERLINER MESSINGLAMPEN d50-70opc;9057;0;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;1,6;0,015;;;;;30;;;;;30;;хром;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d50-70opc;30
Светильники>>Подвесные;d50-90mab;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d50;Подвесной светильник BERLINER MESSINGLAMPEN d50-90mab;11751;0;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;;;;;;;30;;;;;35;;латунь;мраморный;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d50-90mab;30
Светильники>>Подвесные;d50-90opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d50;Подвесной светильник BERLINER MESSINGLAMPEN d50-90opb;10090;9;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;;;;;;;30;;;;;35;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d50-90opb;30
Светильники>>Потолочные;d60-113gsb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d60;Потолочный светильник BERLINER MESSINGLAMPEN d60-113gsb;6431;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;20;;;;;13;;латунь;прозрачный матовый;;;;;;;;;;;;высота плафона 16 см;SvetBerry;d60-113gsb;30
Светильники>>Потолочные;d60-115opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d60;Потолочный светильник BERLINER MESSINGLAMPEN d60-115opb;4890;26;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;1,1;0,014;;;;;19;;;;;15;;латунь;белый матовый;;;;;;;;;;;;высота плафона 15 см;SvetBerry;d60-115opb;30
Светильники>>Потолочные;d60-121opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d60;Потолочный светильник BERLINER MESSINGLAMPEN d60-121opb;5530;2;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;20;;;;;17;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d60-121opb;30
Светильники>>Потолочные;d60-123opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d60;Потолочный светильник BERLINER MESSINGLAMPEN d60-123opb;6015;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;23;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 17 см;SvetBerry;d60-123opb;30
Светильники>>Подвесные;d77-90maa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d77;Подвесной светильник BERLINER MESSINGLAMPEN d77-90maa;13770;0;Классика;2;100;E27;;;;;;;;;;2;200;100 Вт;E27;;;;;;;;;;;40;;;;;35;;черный;мраморный;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d77-90maa;30
Светильники>>Подвесные;d77-90opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;d77;Подвесной светильник BERLINER MESSINGLAMPEN d77-90opa;10898;0;Классика;2;100;E27;;;;;;;;;;2;200;100 Вт;E27;;;;;;;;;;;40;;;;;35;;черный;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;d77-90opa;30
Светильники>>Подвесные;ei04-70opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ei04;Подвесной светильник BERLINER MESSINGLAMPEN ei04-70opa;13722;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;19;;;;;30;регулировка по высоте;черный;белый матовый;;;;;;;;;;;;высота плафона 14 см. Длина шнура подвеса 5м. Есть возможность регулировки по высоте с помощью противовеса;SvetBerry;ei04-70opa;30
Светильники>>Подвесные;ei04-90opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ei04;Подвесной светильник BERLINER MESSINGLAMPEN ei04-90opa;15277;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;19;;;;;35;регулировка по высоте;черный;белый матовый;;;;;;;;;;;;высота плафона 14 см. Длина шнура подвеса 5м. Есть возможность регулировки по высоте с помощью противовеса;SvetBerry;ei04-90opa;30
Светильники>>Потолочные;ps11-120opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps11;Потолочный светильник BERLINER MESSINGLAMPEN ps11-120opb;4508;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;;27;;;;;20;;латунь;белый матовый;;;;;;;;;;;;высота плафона 20 см;SvetBerry;ps07-120opb;30
Светильники>>Потолочные;ps11-113gsb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps11;Потолочный светильник BERLINER MESSINGLAMPEN ps11-113gsb;5900;2;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;;24;;;;;12;;латунь;прозрачный матовый;;;;;;;;;;;;высота плафона 16 см;SvetBerry;ps11-113gsb;30
Светильники>>Потолочные;ps11-121opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps11;Потолочный светильник BERLINER MESSINGLAMPEN ps11-121opb;5026;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;;23;;;;;17;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;ps11-121opb;30
Светильники>>Подвесные;ps18-126cra;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps18;Подвесной светильник BERLINER MESSINGLAMPEN ps18-126cra;10025;0;Классика;1;75;E27;;;;;;;;;;1;75;75 Вт;E27;;;;;;;;;;;73;;;;;20;;черный;прозрачный с узором;;;;;;;;;;;;высота плафона 9 см. Длина подвеса 50 см;SvetBerry;ps18-100opa;30
Светильники>>Подвесные;ps18-126crb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps18;Подвесной светильник BERLINER MESSINGLAMPEN ps18-126crb;10025;0;Классика;1;75;E27;;;;;;;;;;1;75;75 Вт;E27;;;;;;;;;;;73;;;;;20;;латунь;прозрачный с узором;;;;;;;;;;;;высота плафона 9 см. Длина подвеса 50 см;SvetBerry;ps18-100opb;30
Светильники>>Подвесные;ps18-129opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps18;Подвесной светильник BERLINER MESSINGLAMPEN ps18-129opb;9740;2;Классика;1;75;E27;;;;;;;;;;1;75;75 Вт;E27;;;;;;;;;;;75;;;;;18;;латунь;белый матовый;;;;;;;;;;;;высота плафона 12 см. Длина подвеса 50 см;SvetBerry;ps18-129opb;30
Светильники>>Подвесные;ps18-139opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps18;Подвесной светильник BERLINER MESSINGLAMPEN ps18-139opa;10025;0;Классика;1;75;E27;;;;;;;;;;1;75;75 Вт;E27;;;;;;;;;;;100;;;;;35;;черный;белый матовый;;;;;;;;;;;;высота плафона 35 см. Длина подвеса 50 см;SvetBerry;ps18-139opa;30
Светильники>>Подвесные;ps49-145ops+146opsb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps49;Подвесной светильник BERLINER MESSINGLAMPEN ps49-145ops+146opsb;15625;1;Классика;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;;;;;;;24;;;104;93;;;;;латунь;белый матовый;;;;;;;;;;;;;SvetBerry;ps49-145ops+146opsb;30
Светильники>>Подвесные;ps53-01opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-01opb;5238;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;69;;;;;14;;латунь;белый матовый;;;;;;;;;;;;высота плафона 11 см. Длина подвеса 50 см;SvetBerry;ps53-01opb;30
Светильники>>Подвесные;ps53-17opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-17opb;5367;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;65;;;;;20;;латунь;белый матовый;;;;;;;;;;;;высота плафона 7 см. Длина подвеса 50 см;SvetBerry;ps53-17opb;30
Светильники>>Подвесные;ps53-22mab;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-22mab;7570;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;67;;;;;22;;латунь;мраморный;;;;;;;;;;;;высота плафона 9 см. Длина подвеса 50 см;SvetBerry;ps53-22mab;30
Светильники>>Подвесные;ps53-36opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-36opb;5504;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;71;;;;;13;;латунь;белый матовый;;;;;;;;;;;;высота плафона 13 см. Длина подвеса 50 см;SvetBerry;ps53-36opb;30
Светильники>>Подвесные;ps53-38opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-38opb;6956;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;69;;;;;30;;латунь;белый матовый;;;;;;;;;;;;высота плафона 11 см. Длина подвеса 50 см;SvetBerry;ps53-38opb;30
Светильники>>Подвесные;ps53-15op+p4b;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-15op+p4b;13070;1;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;76;;;;;15;;латунь;белый матовый;;;;;;;;;;;;высота плафона 8 см. Длина подвеса 50 см;SvetBerry;ps53-15op+p4b;30
Светильники>>Подвесные;ps53-70grb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-70grb;8402;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;72;;;;;30;;латунь;зеленый;;;;;;;;;;;;высота плафона 14 см. Длина подвеса 50 см;SvetBerry;ps53-70grb;30
Светильники>>Подвесные;ps53-70opb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps53;Подвесной светильник BERLINER MESSINGLAMPEN ps53-70opb;6540;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;72;;;;;30;;латунь;белый матовый;;;;;;;;;;;;высота плафона 14 см. Длина подвеса 50 см;SvetBerry;ps53-70opb;30
Настольные лампы;v23-25grb;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;v23;Настольная лампа BERLINER MESSINGLAMPEN v23-25grb;8120;2;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;;42;;;;;25;;латунь;зеленый;;;;;;;;;;;;высота плафона 12 см;SvetBerry;v23-25grb;30
Бра настенные;a9-121opa;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a9;Бра BERLINER MESSINGLAMPEN a9-121opa;7004;0;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;20,5;;;;;;17;;черный;белый матовый;;;;;;;;;;;;высота плафона 14 см;SvetBerry;a9-121opa;30
Бра настенные;A2-11opB;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a2;Бра BERLINER MESSINGLAMPEN A2-11opB;7175;4;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;30;;;;;;16;шнуровой выключатель;бронза;белый матовый;металл;стекло;;;;;;;;;;высота плафона 8 см;SvetBerry;8152152505;30
Бра настенные;A7-17opB;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a7;Бра BERLINER MESSINGLAMPEN A7-17opB;5290;3;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;25;;;;;;20;;никель;белый матовый;металл;стекло;;;;;;;;;;высота плафона 7 см;SvetBerry;A7-17opB;30
Бра настенные;A10-22opB;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a10;Бра BERLINER MESSINGLAMPEN A10-22opB;7655;2;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;;;;;;23;;;;;;22;шнуровой выключатель;бронза;белый матовый;металл;стекло;;;;;;;;;;высота плафона 9 см;SvetBerry;A10-22opB;30
Светильники>>Настенные;A80-22opB;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;a80;Настенный светильник BERLINER MESSINGLAMPEN A80-22opB;13350;4;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;;43;;;;;;22;шнуровой выключатель;бронза;белый матовый;металл;стекло;;;;;;;;;;высота плафона 9 см;SvetBerry;A80-22opB;30
Светильники>>Потолочные;PS07-03aeB;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;ps07;Потолочный светильник BERLINER MESSINGLAMPEN PS07-03aeB;4435;2;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;;;;;15;;18;;;;;;;бронза;прозрачный;металл;стекло;;;;;;;;;;;SvetBerry;PS07-03aeB;30
